hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,weather_index,hour_of_day_binary,visibility_binary
21,2,5,0,1,1,19.8,15.8,77.7,0.0,0.0,5.5,83.9,16.0,low_bike_demand,39.475,0,1
3,6,11,0,0,0,4.7,-1.2,65.38,0.0,0.0,8.3,0.0,16.0,low_bike_demand,34.53,0,1
13,1,1,0,1,0,6.7,-2.9,50.54,0.0,0.0,11.5,24.4,16.0,low_bike_demand,38.315,1,1
4,0,9,0,1,1,22.7,20.0,84.79,0.0,0.0,5.2,55.3,16.0,low_bike_demand,39.4775,0,1
14,6,5,0,0,1,12.8,7.9,72.08,0.0,0.0,17.9,100.0,16.0,low_bike_demand,37.155,1,1
1,2,4,0,1,1,18.9,13.2,69.53,0.0,0.0,11.2,79.3,16.0,low_bike_demand,40.6425,0,1
10,2,5,0,1,1,17.7,13.3,75.26,0.0,0.0,14.4,99.2,16.0,low_bike_demand,38.935,1,1
5,0,4,0,1,1,4.7,-0.8,67.52,0.0,0.0,7.3,0.0,16.0,low_bike_demand,34.095,0,1
0,4,4,0,1,1,14.9,12.3,84.22,0.0,0.0,15.7,91.1,16.0,low_bike_demand,35.745000000000005,0,1
5,1,9,0,1,1,14.1,7.2,63.38,0.0,0.0,20.9,53.5,16.0,low_bike_demand,39.48,0,1
13,4,10,0,1,1,19.2,7.0,45.02,0.0,0.0,16.9,45.6,16.0,low_bike_demand,45.295,1,1
4,3,10,0,1,1,13.7,12.1,90.08,0.0,0.0,0.1,26.4,16.0,low_bike_demand,33.93,0,1
11,3,3,0,1,1,9.9,8.8,92.73,0.055,0.0,11.1,100.0,15.7,low_bike_demand,31.478749999999994,1,1
2,3,2,0,1,0,8.5,2.9,67.83,0.0,0.0,17.8,84.5,16.0,low_bike_demand,35.892500000000005,0,1
18,5,6,0,0,1,29.0,18.1,51.6,0.0,0.0,5.2,90.9,16.0,high_bike_demand,48.875,1,1
13,6,11,0,0,0,10.3,-1.7,43.0,0.0,0.0,11.2,44.6,16.0,low_bike_demand,41.400000000000006,1,1
8,1,4,0,1,1,13.2,3.8,52.91,0.0,0.0,9.2,45.6,16.0,low_bike_demand,41.02250000000001,1,1
16,6,3,0,0,1,4.9,-10.0,33.14,0.0,0.7,16.8,20.8,16.0,low_bike_demand,40.44,1,1
13,2,6,0,1,1,25.6,16.0,55.56,0.0,0.0,13.4,97.4,16.0,low_bike_demand,46.51,1,1
15,5,3,0,0,1,21.7,13.3,58.82,0.0,0.0,20.9,84.7,16.0,high_bike_demand,44.045,1,1
21,6,8,0,0,1,21.9,17.9,77.74,0.0,0.0,9.9,24.4,16.0,low_bike_demand,40.515,0,1
23,5,2,0,0,0,9.3,-2.2,44.38,0.0,0.0,14.5,89.1,16.0,low_bike_demand,40.68000000000001,0,1
17,1,1,0,1,0,7.2,6.2,93.53,0.0,0.0,5.5,100.0,16.0,low_bike_demand,29.9675,1,1
19,1,5,0,1,1,19.9,17.9,88.18,0.715,0.0,17.6,83.1,16.0,low_bike_demand,37.22625,1,1
23,0,6,0,1,1,21.8,11.9,53.23,0.0,0.0,6.7,24.4,16.0,low_bike_demand,45.1175,0,1
12,0,3,0,1,1,17.6,-0.6,28.97,0.0,0.0,22.7,45.6,16.0,low_bike_demand,47.0075,1,1
11,5,10,0,0,1,13.4,6.1,61.31,0.0,0.0,11.1,27.2,16.0,high_bike_demand,39.5475,1,1
15,5,7,0,0,1,30.0,12.5,34.2,0.0,0.0,17.9,83.9,16.0,high_bike_demand,52.075,1,1
8,4,1,0,1,0,0.5,-3.0,77.44,0.0,0.0,9.2,25.3,16.0,low_bike_demand,30.015,1,1
23,2,10,0,1,1,15.4,11.6,78.01,0.0,0.0,10.9,44.6,16.0,low_bike_demand,37.247499999999995,0,1
14,4,7,0,1,1,25.5,22.2,82.12,0.0,0.0,8.7,57.9,16.0,low_bike_demand,41.394999999999996,1,1
8,4,6,0,1,1,23.3,14.3,56.66,0.0,0.0,12.6,24.4,16.0,low_bike_demand,45.235,1,1
17,6,10,0,0,1,18.8,7.9,49.25,0.0,0.0,22.3,85.7,16.0,high_bike_demand,44.362500000000004,1,1
13,0,12,0,1,0,5.5,-1.6,59.98,0.0,0.0,9.3,100.0,16.0,low_bike_demand,35.980000000000004,1,1
20,4,2,0,1,0,5.6,0.0,67.53,0.011,0.0,23.0,92.7,13.3,low_bike_demand,34.51475,1,1
3,2,4,0,1,1,19.2,12.2,63.73,0.0,0.0,7.3,79.3,16.0,low_bike_demand,41.9175,0,1
7,6,1,0,0,0,1.6,-5.1,61.31,0.0,0.0,12.5,0.0,16.0,low_bike_demand,33.7975,1,1
1,3,8,0,1,1,24.8,22.8,88.8,0.0,0.0,7.5,36.3,16.0,low_bike_demand,39.7,0,1
21,4,8,0,1,1,26.3,19.9,68.03,0.0,0.0,15.4,81.1,16.0,low_bike_demand,44.5425,0,1
0,4,2,0,1,0,13.9,10.8,81.41,0.0,0.0,26.1,95.4,16.0,low_bike_demand,35.822500000000005,0,1
11,3,10,0,1,1,20.0,13.3,65.49,0.0,0.0,25.0,24.4,16.0,low_bike_demand,41.9525,1,1
23,1,11,0,1,0,5.9,-4.0,49.25,0.0,0.0,7.2,0.0,16.0,low_bike_demand,38.1625,0,1
22,6,4,0,0,1,14.0,6.1,58.99,0.0,0.0,4.8,99.6,16.0,low_bike_demand,40.277499999999996,0,1
16,0,11,0,1,0,8.8,-4.1,39.93,0.0,0.0,22.0,0.0,16.0,low_bike_demand,41.1925,1,1
15,3,10,0,1,1,16.7,16.2,96.58,8.046,0.0,17.7,100.0,2.4,low_bike_demand,32.0685,1,0
14,3,8,0,1,1,33.4,22.3,52.03,0.0,0.0,14.2,46.6,16.0,low_bike_demand,50.917500000000004,1,1
10,0,7,0,1,1,27.2,22.8,77.21,0.0,0.0,11.4,90.1,16.0,low_bike_demand,43.197500000000005,1,1
23,1,1,0,1,0,16.3,10.7,69.27,0.0,0.0,22.0,80.3,16.0,low_bike_demand,39.4325,0,1
11,0,2,0,1,0,10.5,-1.6,42.77,0.0,0.0,13.2,91.1,16.0,low_bike_demand,41.5325,1,1
15,1,6,0,1,1,27.1,10.6,35.6,0.0,0.0,9.4,81.3,16.0,high_bike_demand,50.525,1,1
19,1,8,0,1,1,23.8,22.1,90.57,0.039,0.0,14.7,82.9,16.0,high_bike_demand,38.82275,1,1
16,6,4,0,0,1,13.7,-3.0,31.42,0.0,0.0,16.4,24.4,16.0,high_bike_demand,44.82,1,1
6,1,6,0,1,1,17.8,8.1,52.81,0.0,0.0,10.9,24.4,16.0,low_bike_demand,43.2725,0,1
16,1,8,0,1,1,33.7,18.9,41.77,0.0,0.0,12.0,44.6,16.0,low_bike_demand,52.7075,1,1
13,2,9,0,1,1,28.7,22.3,68.41,0.0,0.0,30.8,89.6,16.0,low_bike_demand,45.64750000000001,1,1
23,0,1,0,1,0,0.0,-1.2,91.92,0.713,0.0,12.6,100.0,4.5,low_bike_demand,26.54175,0,0
20,5,2,0,0,0,4.8,-5.6,46.76,0.0,0.0,7.3,89.1,16.0,low_bike_demand,38.11,1,1
22,5,4,0,0,1,18.5,16.6,88.35,0.0,0.0,10.1,45.4,15.7,low_bike_demand,36.6875,0,1
5,1,9,0,1,1,20.5,18.8,89.91,0.083,0.0,9.2,99.6,15.6,low_bike_demand,37.326750000000004,0,1
16,1,5,0,1,1,26.0,17.8,60.46,0.0,0.0,11.1,80.3,16.0,low_bike_demand,45.835,1,1
10,0,6,0,1,1,27.9,22.1,70.72,0.0,0.0,18.1,0.0,16.0,low_bike_demand,44.82,1,1
11,6,4,0,0,1,20.6,9.6,49.27,0.0,0.0,4.8,44.6,16.0,high_bike_demand,45.232499999999995,1,1
20,2,1,0,1,0,6.5,0.6,65.94,0.0,0.0,9.0,84.5,16.0,low_bike_demand,35.29,1,1
2,5,7,0,0,1,24.0,21.1,84.01,0.0,0.0,5.2,44.6,15.9,low_bike_demand,40.2725,0,1
12,2,6,0,1,1,22.1,6.8,37.15,0.0,0.0,10.5,24.4,16.0,low_bike_demand,47.9375,1,1
15,6,7,0,0,1,32.1,22.8,57.99,0.0,0.0,20.1,82.3,16.0,high_bike_demand,49.227500000000006,1,1
0,2,12,0,1,0,0.3,-7.2,57.12,0.0,0.0,6.7,47.8,16.0,low_bike_demand,33.995000000000005,0,1
9,3,2,0,1,0,3.2,-1.8,69.7,0.0,0.0,12.4,0.0,16.0,low_bike_demand,32.925,1,1
16,2,1,0,1,0,5.6,-2.8,54.56,0.0,0.0,13.4,89.8,16.0,low_bike_demand,37.059999999999995,1,1
23,1,11,0,1,0,17.1,15.0,87.37,0.0,0.0,9.9,24.4,16.0,low_bike_demand,36.1825,0,1
0,6,3,0,0,0,-3.9,-13.8,46.09,0.0,0.67,31.4,24.4,16.0,low_bike_demand,34.052499999999995,0,1
0,6,8,0,0,1,25.3,17.9,63.34,0.0,0.0,14.3,26.2,16.0,low_bike_demand,44.964999999999996,0,1
6,5,1,0,0,0,-3.4,-6.7,77.66,0.0,0.78,26.7,97.3,13.7,low_bike_demand,28.06,0,1
1,3,10,0,1,1,19.0,17.6,91.77,0.0,0.0,5.2,79.3,16.0,low_bike_demand,36.2075,0,1
13,2,2,0,1,0,5.0,-3.8,52.78,0.0,0.01,5.1,94.3,16.0,low_bike_demand,37.105,1,1
19,4,5,0,1,1,28.8,12.8,37.29,0.0,0.0,27.9,0.0,16.0,low_bike_demand,51.0775,1,1
9,0,2,0,1,0,-3.4,-12.2,50.75,0.0,0.08,13.5,0.0,16.0,low_bike_demand,33.4125,1,1
14,5,1,0,0,0,2.1,-5.7,56.38,0.0,0.0,24.4,100.0,16.0,low_bike_demand,35.005,1,1
7,1,8,0,1,1,23.2,21.1,87.98,0.0,0.0,7.4,24.4,16.0,low_bike_demand,39.08,1,1
17,1,12,0,1,0,6.0,-4.0,48.75,0.0,0.0,12.4,100.0,16.0,low_bike_demand,38.3125,1,1
9,0,11,0,1,0,-0.9,-8.8,55.08,0.0,0.0,0.1,0.0,16.0,low_bike_demand,33.805,1,1
5,1,11,0,1,0,3.5,1.0,83.45,0.0,0.0,5.2,25.3,16.0,low_bike_demand,30.2625,0,1
13,3,6,0,1,1,28.2,12.2,37.09,0.0,0.0,22.8,82.9,16.0,high_bike_demand,50.8275,1,1
17,4,1,1,1,0,2.8,1.1,88.87,0.404,0.0,17.3,99.2,4.1,low_bike_demand,28.656499999999998,1,0
3,3,11,1,1,0,2.1,-0.9,81.01,0.0,0.0,7.2,25.3,16.0,low_bike_demand,30.0475,0,1
19,1,6,0,1,1,22.7,20.1,85.06,0.0,0.0,9.2,94.4,16.0,low_bike_demand,39.434999999999995,1,1
19,4,10,0,1,1,16.9,7.7,54.75,0.0,0.0,7.3,25.3,16.0,high_bike_demand,42.4625,1,1
22,5,2,0,0,0,-1.7,-3.4,88.08,0.0,0.03,19.2,100.0,11.0,low_bike_demand,26.705,0,1
15,4,8,0,1,1,33.3,21.7,50.75,0.0,0.0,9.5,65.7,16.0,high_bike_demand,51.0625,1,1
20,5,3,0,0,0,10.4,-8.8,24.93,0.0,0.0,8.7,79.3,16.0,low_bike_demand,44.1675,1,1
12,2,4,0,1,1,18.2,2.8,35.82,0.0,0.0,18.3,26.4,16.0,high_bike_demand,46.295,1,1
2,1,11,0,1,0,8.6,-6.6,33.47,0.0,0.0,7.1,0.0,16.0,low_bike_demand,42.1325,0,1
11,2,3,0,1,0,13.8,1.6,43.54,0.0,0.0,10.7,24.4,16.0,low_bike_demand,42.964999999999996,1,1
22,3,8,0,1,1,25.6,14.7,50.85,0.0,0.0,5.5,0.0,16.0,low_bike_demand,47.3625,0,1
16,0,5,0,1,1,21.0,-1.0,22.78,0.0,0.0,12.9,0.0,16.0,high_bike_demand,49.305,1,1
19,4,7,0,1,1,26.6,9.4,33.83,0.0,0.0,23.6,44.6,16.0,high_bike_demand,50.542500000000004,1,1
17,0,5,0,1,1,21.0,0.5,25.44,0.0,0.0,11.6,0.0,16.0,high_bike_demand,49.015,1,1
12,3,1,0,1,0,1.0,-10.2,42.87,0.0,0.0,28.9,44.6,16.0,low_bike_demand,36.9825,1,1
5,0,12,0,1,0,0.8,-3.1,75.28,0.0,0.0,7.1,24.4,16.0,low_bike_demand,30.605,0,1
13,1,11,0,1,0,6.6,0.6,65.68,0.0,0.0,10.8,100.0,16.0,low_bike_demand,35.379999999999995,1,1
6,4,10,0,1,1,13.2,10.6,84.28,0.0,0.0,5.2,100.0,16.0,low_bike_demand,34.879999999999995,0,1
16,3,11,1,1,0,15.6,-0.7,32.72,0.0,0.0,9.6,25.3,16.0,low_bike_demand,45.545,1,1
3,0,1,0,1,0,2.6,1.5,92.64,0.0,0.0,7.3,79.3,13.7,low_bike_demand,27.865,0,1
14,5,10,0,0,1,24.4,15.6,58.16,0.0,0.0,17.3,44.6,16.0,high_bike_demand,45.46,1,1
6,5,8,0,0,1,23.6,20.7,83.88,0.0,0.0,4.8,100.0,16.0,low_bike_demand,40.105,0,1
3,0,7,0,1,1,24.7,20.7,78.3,0.0,0.0,8.9,79.3,15.9,low_bike_demand,41.775,0,1
12,4,2,0,1,0,7.8,-3.8,43.84,0.0,0.0,43.7,82.3,16.0,low_bike_demand,40.03999999999999,1,1
12,1,3,0,1,1,11.9,-6.5,27.08,0.0,0.0,5.5,79.3,16.0,low_bike_demand,44.58,1,1
3,0,12,0,1,0,1.3,-4.1,67.37,0.0,0.0,8.9,24.4,16.0,low_bike_demand,32.4575,0,1
2,0,1,0,1,0,2.7,1.6,92.5,0.0,0.0,7.5,81.3,13.0,low_bike_demand,27.95,0,1
13,5,5,0,0,1,19.9,2.9,32.29,0.0,0.0,9.4,32.7,16.0,high_bike_demand,47.627500000000005,1,1
13,5,1,0,0,0,1.0,-14.4,30.49,0.0,0.0,33.0,25.3,16.0,low_bike_demand,39.027499999999996,1,1
23,2,2,0,1,0,9.1,5.4,77.59,0.0,0.0,0.0,79.3,16.0,low_bike_demand,34.2275,0,1
3,0,11,0,1,0,11.0,8.3,83.37,0.0,0.0,5.9,99.6,16.0,low_bike_demand,33.9825,0,1
11,2,11,0,1,0,8.6,0.7,57.79,0.0,0.0,5.8,0.0,14.2,low_bike_demand,37.8775,1,1
8,0,10,1,1,1,9.1,5.5,78.2,0.0,0.0,0.0,26.4,16.0,low_bike_demand,34.1,1,1
0,3,12,0,1,0,8.8,4.4,73.74,0.0,0.0,12.4,96.4,16.0,low_bike_demand,34.865,0,1
10,4,8,0,1,1,24.3,13.9,52.24,0.0,0.0,17.9,46.4,16.0,low_bike_demand,46.49,1,1
17,6,10,0,0,1,22.7,16.8,69.2,0.0,0.0,16.4,96.4,16.0,high_bike_demand,42.575,1,1
22,5,10,0,0,1,13.0,7.1,67.43,0.0,0.0,8.6,82.2,16.0,low_bike_demand,38.1675,0,1
11,3,12,0,1,0,11.8,2.9,54.39,0.0,0.0,16.8,79.3,16.0,low_bike_demand,40.0775,1,1
4,1,7,0,1,1,23.6,19.3,76.77,0.0,0.0,10.8,79.3,16.0,low_bike_demand,41.532500000000006,0,1
22,2,5,0,1,1,14.6,5.4,53.92,0.0,0.0,12.2,24.4,16.0,low_bike_demand,41.52,0,1
19,0,3,0,1,1,9.3,-6.1,33.17,0.0,0.0,12.4,24.4,16.0,high_bike_demand,42.5075,1,1
23,2,10,0,1,1,19.7,17.7,88.56,0.0,0.0,0.0,44.6,15.2,low_bike_demand,37.209999999999994,0,1
1,3,12,0,1,0,1.0,-9.4,45.99,0.0,0.0,15.9,0.0,16.0,low_bike_demand,36.402499999999996,0,1
21,5,4,0,0,1,10.9,-0.7,44.85,0.0,0.0,17.9,79.3,16.0,low_bike_demand,41.337500000000006,0,1
16,1,5,0,1,1,17.1,11.1,67.85,0.0,0.0,19.9,99.2,16.0,high_bike_demand,40.0875,1,1
15,0,6,0,1,1,27.1,8.1,30.18,0.0,0.0,25.3,24.4,16.0,high_bike_demand,51.254999999999995,1,1
21,5,10,0,0,1,15.0,5.9,54.42,0.0,0.0,5.2,0.0,16.0,low_bike_demand,41.62,0,1
3,0,12,0,1,0,4.3,2.8,90.04,0.0,0.0,7.1,100.0,14.2,low_bike_demand,29.264999999999997,0,1
5,4,11,0,1,0,10.4,8.7,89.52,0.0,0.0,0.5,79.3,15.8,low_bike_demand,32.394999999999996,0,1
3,0,12,0,1,0,5.6,1.2,73.2,0.0,0.0,12.9,89.3,16.0,low_bike_demand,33.4,0,1
10,2,11,0,1,0,9.5,6.0,78.65,0.0,0.0,0.5,0.0,16.0,low_bike_demand,34.2125,1,1
21,4,8,0,1,1,25.8,19.0,65.97,0.0,0.0,0.0,86.1,16.0,low_bike_demand,44.707499999999996,0,1
2,4,5,0,1,1,11.2,5.6,68.49,0.0,0.0,0.0,89.1,16.0,low_bike_demand,37.0775,0,1
10,1,2,0,1,0,6.6,4.4,85.94,0.0,0.0,7.5,100.0,11.5,low_bike_demand,31.265,1,1
21,5,5,0,0,1,7.1,-7.2,35.37,0.0,0.0,18.4,24.8,16.0,low_bike_demand,41.1325,0,1
1,0,7,0,1,1,20.8,18.1,84.99,0.0,0.0,8.9,44.6,16.0,low_bike_demand,38.4775,0,1
1,3,7,0,1,1,23.2,20.6,85.59,0.0,0.0,10.5,83.1,15.9,low_bike_demand,39.5525,0,1
18,2,10,0,1,1,12.8,-1.1,38.24,0.0,0.0,18.0,49.0,16.0,high_bike_demand,43.365,1,1
13,1,8,0,1,1,29.2,18.3,51.77,0.0,0.0,14.4,82.3,16.0,low_bike_demand,48.932500000000005,1,1
23,2,12,0,1,0,7.8,-2.0,50.11,0.0,0.0,25.4,99.6,16.0,low_bike_demand,38.9225,0,1
5,1,12,0,1,0,1.9,-1.5,78.6,0.0,0.0,0.0,79.3,16.0,low_bike_demand,30.450000000000003,0,1
5,5,7,0,0,1,21.3,13.3,60.34,0.0,0.0,12.2,81.1,16.0,low_bike_demand,43.565,0,1
6,6,10,0,0,1,11.9,4.5,60.51,0.0,0.0,12.8,0.0,16.0,low_bike_demand,38.9725,0,1
18,0,6,0,1,1,31.1,22.1,58.73,0.0,0.0,19.8,44.6,16.0,high_bike_demand,48.6175,1,1
19,0,12,0,1,0,3.0,-7.7,45.02,0.0,0.0,12.2,24.4,16.0,low_bike_demand,37.57,1,1
16,4,10,0,1,1,24.3,15.6,58.27,0.0,0.0,12.6,90.1,16.0,high_bike_demand,45.4075,1,1
16,3,8,0,1,1,32.8,22.2,53.76,0.0,0.0,25.3,51.3,16.0,low_bike_demand,50.309999999999995,1,1
7,3,1,0,1,0,2.7,-1.3,74.49,0.0,3.87,4.8,79.3,16.0,low_bike_demand,31.727500000000003,1,1
10,5,4,0,0,1,14.0,3.6,49.41,0.0,0.0,7.1,81.3,16.0,low_bike_demand,42.0475,1,1
7,4,10,0,1,1,12.0,10.5,90.85,0.0,0.0,5.0,25.3,16.0,low_bike_demand,32.9125,1,1
4,1,2,0,1,0,-3.6,-7.9,71.72,0.0,0.23,7.4,0.0,16.0,low_bike_demand,29.195,0,1
19,1,6,0,1,1,23.2,15.6,62.1,0.0,0.0,14.5,89.1,16.0,high_bike_demand,44.175,1,1
7,3,12,0,1,0,9.3,7.9,91.1,0.0,0.0,0.0,100.0,8.1,low_bike_demand,31.525000000000002,1,1
10,0,9,1,1,1,22.9,17.7,72.6,0.0,0.0,5.0,24.4,16.0,high_bike_demand,42.0,1,1
0,2,4,0,1,1,13.0,8.8,75.45,0.0,0.0,5.2,79.3,16.0,low_bike_demand,36.587500000000006,0,1
21,2,7,0,1,1,28.9,19.1,55.32,0.0,0.0,12.3,24.4,16.0,low_bike_demand,48.169999999999995,0,1
7,3,9,0,1,1,12.7,7.2,69.33,0.0,0.0,19.7,82.2,16.0,high_bike_demand,37.6425,1,1
4,0,1,1,1,0,3.1,-2.8,65.01,0.0,0.0,7.3,28.2,16.0,low_bike_demand,33.8225,0,1
13,3,6,0,1,1,25.9,19.9,69.28,0.0,0.0,11.2,64.9,16.0,low_bike_demand,44.13,1,1
5,6,6,0,0,1,18.9,4.8,39.4,0.0,0.0,15.8,44.6,16.0,low_bike_demand,46.075,0,1
1,3,1,0,1,0,16.5,14.4,87.08,0.0,0.0,8.0,88.9,16.0,low_bike_demand,35.955000000000005,0,1
23,4,1,0,1,0,6.0,-3.9,49.34,0.0,0.0,22.0,93.4,16.0,low_bike_demand,38.19,0,1
14,4,12,0,1,0,11.0,0.0,46.43,0.0,0.0,27.7,26.6,16.0,low_bike_demand,41.1425,1,1
16,6,7,0,0,1,34.3,19.2,41.01,0.0,0.0,14.8,79.3,16.0,high_bike_demand,53.122499999999995,1,1
4,5,7,0,0,1,25.5,20.6,74.41,0.0,0.0,15.6,58.7,16.0,low_bike_demand,42.9225,0,1
12,5,11,0,0,0,5.0,-6.7,42.61,0.0,0.0,10.9,82.2,16.0,low_bike_demand,38.9225,1,1
14,2,10,0,1,1,25.7,11.7,41.72,0.0,0.0,16.6,24.4,16.0,low_bike_demand,48.92,1,1
0,4,12,0,1,0,16.5,3.4,41.73,0.0,0.0,18.8,45.6,16.0,low_bike_demand,44.542500000000004,0,1
15,6,4,0,0,1,15.5,-4.5,24.92,0.0,0.0,8.9,24.4,16.0,high_bike_demand,46.519999999999996,1,1
3,6,8,0,0,1,24.0,21.6,86.47,0.0,0.0,0.0,44.6,15.6,low_bike_demand,39.7825,0,1
9,6,12,0,0,0,3.2,-3.3,62.06,0.0,0.0,14.1,46.2,16.0,low_bike_demand,34.459999999999994,1,1
17,2,2,0,1,0,4.8,-2.1,60.85,0.0,0.02,6.2,96.4,16.0,low_bike_demand,35.4625,1,1
17,6,1,0,0,0,15.1,7.1,59.05,0.0,0.0,14.2,24.4,16.0,high_bike_demand,40.7875,1,1
6,2,5,0,1,1,7.8,2.5,69.4,0.0,0.0,6.7,24.4,16.0,low_bike_demand,35.224999999999994,0,1
2,0,7,0,1,1,27.9,20.7,65.04,0.0,0.0,7.1,52.3,16.0,low_bike_demand,45.88999999999999,0,1
3,3,11,1,1,0,11.7,10.7,93.34,0.175,0.0,9.3,96.0,16.0,low_bike_demand,32.22125,0,1
15,4,7,0,1,1,31.9,15.7,37.76,0.0,0.0,5.4,47.6,16.0,high_bike_demand,52.459999999999994,1,1
18,6,1,0,0,0,13.8,6.1,59.79,0.0,0.0,12.1,24.4,16.0,low_bike_demand,40.027499999999996,1,1
19,6,9,0,0,1,25.5,19.0,67.06,0.0,0.0,8.7,32.7,16.0,high_bike_demand,44.36,1,1
12,0,8,0,1,1,26.0,22.7,81.73,0.0,0.0,13.8,89.3,16.0,high_bike_demand,41.74249999999999,1,1
20,0,6,0,1,1,26.6,16.3,53.3,0.0,0.0,9.2,62.6,16.0,high_bike_demand,47.400000000000006,1,1
8,0,6,0,1,1,24.3,19.4,74.1,0.0,0.0,14.5,89.1,16.0,high_bike_demand,42.4,1,1
13,4,5,0,1,1,25.3,17.0,59.88,0.0,0.0,24.8,81.3,16.0,low_bike_demand,45.605000000000004,1,1
3,0,4,0,1,1,11.9,7.7,75.42,0.0,0.0,6.7,88.9,16.0,low_bike_demand,36.044999999999995,0,1
23,0,2,0,1,0,1.6,0.6,93.16,0.0,0.0,9.0,79.3,14.2,low_bike_demand,27.259999999999998,0,1
23,4,7,0,1,1,25.7,13.0,45.32,0.0,0.0,20.8,44.6,15.7,low_bike_demand,48.345,0,1
9,4,12,0,1,0,3.8,2.7,92.91,0.0,0.0,11.6,24.4,10.5,low_bike_demand,28.3975,1,1
9,6,7,0,0,1,26.5,18.0,59.36,0.0,0.0,0.0,79.3,16.0,high_bike_demand,46.285,1,1
15,6,5,0,0,1,21.7,8.2,41.95,0.0,0.0,13.2,84.3,16.0,high_bike_demand,46.9875,1,1
9,2,11,0,1,1,6.0,0.7,69.08,0.0,0.0,0.7,24.4,16.0,low_bike_demand,34.405,1,1
11,1,10,0,1,1,11.0,7.8,80.32,0.0,0.0,25.2,100.0,6.6,low_bike_demand,34.620000000000005,1,0
12,4,1,0,1,0,10.5,-1.2,43.97,0.0,0.0,34.6,46.4,16.0,low_bike_demand,41.3325,1,1
18,3,4,0,1,1,19.9,7.2,43.67,0.0,0.0,27.2,79.3,16.0,high_bike_demand,45.857499999999995,1,1
2,6,2,0,0,0,-3.9,-16.7,36.25,0.0,0.0,21.5,0.0,16.0,low_bike_demand,35.7875,0,1
6,6,11,0,0,0,4.7,1.5,79.91,0.0,0.0,10.6,44.6,16.0,low_bike_demand,31.5725,0,1
13,0,2,0,1,0,0.6,-0.7,90.96,3.812,0.0,11.6,100.0,4.2,low_bike_demand,26.282,1,0
4,1,9,0,1,1,14.7,7.3,60.97,0.0,0.0,19.2,53.5,16.0,low_bike_demand,40.25750000000001,0,1
3,3,4,0,1,1,12.7,10.7,87.63,0.0,0.0,7.1,96.0,16.0,low_bike_demand,33.9425,0,1
13,4,7,0,1,1,28.8,20.6,61.53,0.0,0.0,12.3,88.2,15.8,high_bike_demand,46.967499999999994,1,1
4,6,6,0,0,1,21.5,19.9,90.93,0.0,0.0,0.4,92.7,15.0,low_bike_demand,37.6175,0,1
12,5,2,0,0,0,16.1,2.2,39.31,0.0,0.0,23.8,79.3,16.0,high_bike_demand,44.747499999999995,1,1
22,1,12,0,1,0,1.4,-6.7,54.92,0.0,0.0,5.2,26.2,16.0,low_bike_demand,34.945,0,1
12,3,9,0,1,1,21.1,14.4,65.56,0.0,0.0,4.8,55.5,16.0,low_bike_demand,42.485,1,1
19,5,12,0,0,0,16.1,8.5,60.78,0.0,0.0,13.3,98.8,16.0,low_bike_demand,40.955,1,1
6,0,10,0,1,1,21.6,17.8,79.16,0.0,0.0,12.5,99.2,16.0,low_bike_demand,40.06,0,1
2,3,6,0,1,1,23.8,15.8,60.77,0.0,0.0,5.0,78.9,16.0,low_bike_demand,44.7075,0,1
0,4,11,0,1,0,12.1,9.9,86.52,0.0,0.0,0.8,89.1,15.8,low_bike_demand,33.870000000000005,0,1
20,2,8,0,1,1,21.9,16.8,72.58,0.0,0.0,0.4,70.1,16.0,low_bike_demand,41.53,1,1
10,4,1,1,1,0,2.8,-3.8,61.83,0.0,0.0,10.6,100.0,16.0,low_bike_demand,34.2925,1,1
23,2,4,0,1,1,6.1,-6.2,40.97,0.0,0.0,15.4,24.4,16.0,low_bike_demand,39.7325,0,1
8,4,6,0,1,1,21.1,19.4,90.36,4.713,0.0,12.4,100.0,2.3,low_bike_demand,36.356750000000005,1,0
8,6,1,0,0,0,0.7,-3.5,73.2,0.0,0.0,0.0,44.6,16.0,low_bike_demand,31.0,1,1
18,4,4,0,1,1,18.3,-7.2,17.03,0.0,0.0,13.9,0.0,16.0,high_bike_demand,48.5175,1,1
7,1,2,0,1,0,0.6,-1.2,87.53,0.283,6.68,25.5,100.0,5.5,low_bike_demand,27.896749999999997,1,0
16,3,3,0,1,1,14.8,13.3,90.51,0.912,0.0,19.7,100.0,13.4,low_bike_demand,34.1695,1,1
17,2,7,0,1,1,33.7,20.7,46.7,0.0,0.0,9.6,66.3,16.0,high_bike_demand,51.925,1,1
14,3,12,0,1,0,10.0,1.1,53.74,0.0,0.0,5.2,0.0,13.3,low_bike_demand,39.339999999999996,1,1
10,1,3,0,1,1,14.3,2.1,43.65,0.0,0.0,13.2,81.1,16.0,low_bike_demand,43.1875,1,1
17,2,12,0,1,0,14.2,7.2,62.66,0.0,0.0,7.5,79.3,16.0,low_bike_demand,39.685,1,1
7,0,8,0,1,1,23.7,19.4,76.99,0.0,0.0,10.5,100.0,16.0,low_bike_demand,41.5275,1,1
13,5,10,0,0,1,9.3,2.8,63.63,0.0,0.0,16.0,89.7,16.0,high_bike_demand,37.11750000000001,1,1
